# x,y  (world frame, metres) - track centreline, ordered along the loop
-5.0994,14.4863
-5.0696,14.4863
-5.0398,14.4863
-5.0099,14.4863
-4.9801,14.4863
-4.9503,14.4863
-4.9205,14.4863
-4.8907,14.4863
-4.8608,14.4863
-4.8310,14.4863
-4.8012,14.4863
-4.7714,14.4863
-4.7416,14.4863
-4.7117,14.4863
-4.6819,14.4863
-4.6521,14.4863
-4.6223,14.4863
-4.5924,14.4863
-4.5626,14.4863
-4.5328,14.4863
-4.5030,14.4863
-4.4732,14.4863
-4.4433,14.4863
-4.4135,14.4863
-4.3837,14.4863
-4.3539,14.4863
-4.3241,14.4863
-4.2942,14.4863
-4.2644,14.4863
-4.2346,14.4863
-4.2048,14.4863
-4.1750,14.4863
-4.1451,14.4863
-4.1153,14.4863
-4.0855,14.4863
-4.0557,14.4863
-4.0258,14.4863
-3.9960,14.4863
-3.9662,14.4863
-3.9364,14.4863
-3.9066,14.4863
-3.8767,14.4863
-3.8469,14.4863
-3.8171,14.4863
-3.7873,14.4863
-3.7575,14.4863
-3.7276,14.4863
-3.6978,14.4863
-3.6680,14.4863
-3.6382,14.4863
-3.6083,14.4863
-3.5785,14.4863
-3.5487,14.4863
-3.5189,14.4863
-3.4891,14.4863
-3.4592,14.4863
-3.4294,14.4863
-3.3996,14.4863
-3.3698,14.4863
-3.3400,14.4863
-3.3101,14.4863
-3.2803,14.4863
-3.2505,14.4863
-3.2207,14.4863
-3.1909,14.4863
-3.1610,14.4863
-3.1312,14.4863
-3.1014,14.4863
-3.0716,14.4863
-3.0417,14.4863
-3.0119,14.4863
-2.9821,14.4863
-2.9523,14.4863
-2.9225,14.4863
-2.8926,14.4863
-2.8628,14.4863
-2.8330,14.4863
-2.8032,14.4863
-2.7734,14.4863
-2.7435,14.4863
-2.7137,14.4863
-2.6839,14.4863
-2.6541,14.4863
-2.6243,14.4863
-2.5944,14.4863
-2.5646,14.4863
-2.5348,14.4863
-2.5050,14.4564
-2.4751,14.4564
-2.4453,14.4564
-2.4155,14.4564
-2.3857,14.4265
-2.3559,14.4265
-2.3260,14.4265
-2.2962,14.4265
-2.2664,14.4265
-2.2366,14.4265
-2.2068,14.4265
-2.1769,14.4265
-2.1471,14.3967
-2.1173,14.3967
-2.0875,14.3967
-2.0577,14.3967
-2.0278,14.3668
-1.9980,14.3668
-1.9682,14.3369
-1.9384,14.3369
-1.9085,14.3369
-1.8787,14.3369
-1.8489,14.3369
-1.8191,14.3369
-1.7893,14.3369
-1.7594,14.3369
-1.7296,14.3070
-1.6998,14.3070
-1.6700,14.3070
-1.6402,14.3070
-1.6103,14.3070
-1.5805,14.3070
-1.5507,14.3070
-1.5209,14.3070
-1.4911,14.3070
-1.4612,14.2772
-1.4314,14.2772
-1.4016,14.2772
-1.3718,14.2772
-1.3419,14.2473
-1.3121,14.2473
-1.2823,14.2174
-1.2525,14.2174
-1.2227,14.2174
-1.1928,14.2174
-1.1630,14.2174
-1.1332,14.2174
-1.1034,14.2174
-1.0736,14.2174
-1.0437,14.2174
-1.0139,14.2174
-0.9841,14.2174
-0.9543,14.2174
-0.9245,14.2174
-0.9245,14.1876
-0.8946,14.1876
-0.8648,14.1876
-0.8350,14.1876
-0.8052,14.1876
-0.7753,14.1876
-0.7455,14.1577
-0.7157,14.1577
-0.6859,14.1577
-0.6561,14.1278
-0.6262,14.1278
-0.5964,14.0980
-0.5666,14.0980
-0.5368,14.0681
-0.5070,14.0681
-0.4771,14.0681
-0.4473,14.0382
-0.4175,14.0382
-0.3877,14.0084
-0.3579,14.0084
-0.3280,14.0084
-0.2982,13.9785
-0.2684,13.9785
-0.2386,13.9486
-0.2087,13.9486
-0.1789,13.9486
-0.1491,13.9486
-0.1193,13.9188
-0.0895,13.9188
-0.0596,13.9188
-0.0596,13.8889
-0.0298,13.8889
0.0000,13.8889
0.0298,13.8889
0.0596,13.8590
0.0895,13.8590
0.1193,13.8292
0.1491,13.8292
0.1789,13.8292
0.1789,13.7993
0.2087,13.7993
0.2386,13.7993
0.2684,13.7993
0.2982,13.7694
0.3280,13.7694
0.3579,13.7395
0.3877,13.7395
0.4175,13.7097
0.4473,13.7097
0.4771,13.6798
0.5070,13.6798
0.5368,13.6499
0.5666,13.6499
0.5964,13.6201
0.6262,13.6201
0.6262,13.5902
0.6561,13.5902
0.6859,13.5603
0.7157,13.5603
0.7455,13.5603
0.7753,13.5305
0.8052,13.5305
0.8350,13.5305
0.8648,13.5006
0.8946,13.5006
0.9245,13.5006
0.9543,13.4707
0.9841,13.4707
1.0139,13.4409
1.0437,13.4409
1.0736,13.4409
1.1034,13.4409
1.1332,13.4409
1.1630,13.4409
1.1928,13.4409
1.2227,13.4110
1.2525,13.4110
1.2823,13.4110
1.3121,13.4110
1.3419,13.4110
1.3718,13.4110
1.4016,13.4110
1.4314,13.4110
1.4612,13.3811
1.4911,13.3811
1.5209,13.3811
1.5507,13.3811
1.5805,13.3811
1.5805,13.3513
1.6103,13.3513
1.6402,13.3513
1.6700,13.3513
1.6700,13.3214
1.6998,13.3214
1.7296,13.3214
1.7594,13.3214
1.7893,13.3214
1.8191,13.3214
1.8489,13.3214
1.8787,13.3214
1.9085,13.3214
1.9384,13.3214
1.9682,13.3214
1.9980,13.3214
2.0278,13.3214
2.0577,13.3214
2.0875,13.3214
2.1173,13.3214
2.1471,13.2915
2.1769,13.2915
2.2068,13.2915
